# ----------------------------------------,
# 1 Master View,
# Audience Overview,
# 20180101-20180723,
# ----------------------------------------,
,
Day Index,New Users
1/1/2018,"1,449"
1/2/2018,"2,162"
1/3/2018,"2,118"
1/4/2018,"2,122"
1/5/2018,"1,967"
1/6/2018,"1,548"
1/7/2018,"1,672"
1/8/2018,"2,080"
1/9/2018,"2,500"
1/10/2018,"2,453"
1/11/2018,"2,244"
1/12/2018,"2,139"
1/13/2018,"1,757"
1/14/2018,"1,780"
1/15/2018,"2,447"
1/16/2018,"2,400"
1/17/2018,"2,339"
1/18/2018,"2,125"
1/19/2018,"2,091"
1/20/2018,"1,652"
1/21/2018,"1,657"
1/22/2018,"2,242"
1/23/2018,"2,164"
1/24/2018,"2,231"
1/25/2018,"2,621"
1/26/2018,"1,988"
1/27/2018,"1,682"
1/28/2018,"1,756"
1/29/2018,"2,282"
1/30/2018,"2,347"
1/31/2018,"2,237"
2/1/2018,"2,293"
2/2/2018,"2,012"
2/3/2018,"1,611"
2/4/2018,"1,736"
2/5/2018,"2,313"
2/6/2018,"2,296"
2/7/2018,"2,256"
2/8/2018,"2,186"
2/9/2018,"2,236"
2/10/2018,"2,095"
2/11/2018,"2,266"
2/12/2018,"2,752"
2/13/2018,"2,715"
2/14/2018,"2,500"
2/15/2018,"2,368"
2/16/2018,"2,139"
2/17/2018,"1,944"
2/18/2018,"2,069"
2/19/2018,"2,285"
2/20/2018,"2,762"
2/21/2018,"2,558"
2/22/2018,"2,710"
2/23/2018,"2,364"
2/24/2018,"1,832"
2/25/2018,"1,977"
2/26/2018,"3,159"
2/27/2018,"2,634"
2/28/2018,"2,406"
3/1/2018,"2,395"
3/2/2018,"2,281"
3/3/2018,"1,898"
3/4/2018,"1,910"
3/5/2018,"2,449"
3/6/2018,"2,994"
3/7/2018,"2,434"
3/8/2018,"2,350"
3/9/2018,"2,181"
3/10/2018,"1,796"
3/11/2018,"1,734"
3/12/2018,"2,712"
3/13/2018,"2,574"
3/14/2018,"2,494"
3/15/2018,"2,706"
3/16/2018,"2,287"
3/17/2018,"1,788"
3/18/2018,"1,834"
3/19/2018,"2,737"
3/20/2018,"2,367"
3/21/2018,"3,395"
3/22/2018,"2,694"
3/23/2018,"2,328"
3/24/2018,"1,803"
3/25/2018,"1,726"
3/26/2018,"2,400"
3/27/2018,"3,177"
3/28/2018,"2,701"
3/29/2018,"2,597"
3/30/2018,"2,065"
3/31/2018,"1,524"
4/1/2018,"1,630"
4/2/2018,"2,377"
4/3/2018,"2,572"
4/4/2018,"2,398"
4/5/2018,"2,195"
4/6/2018,"1,998"
4/7/2018,"1,676"
4/8/2018,"1,905"
4/9/2018,"2,369"
4/10/2018,"2,409"
4/11/2018,"2,268"
4/12/2018,"2,392"
4/13/2018,"2,036"
4/14/2018,"1,502"
4/15/2018,"1,616"
4/16/2018,"2,365"
4/17/2018,"2,423"
4/18/2018,"2,355"
4/19/2018,"2,364"
4/20/2018,"1,958"
4/21/2018,"1,476"
4/22/2018,"1,664"
4/23/2018,"2,359"
4/24/2018,"2,355"
4/25/2018,"2,301"
4/26/2018,"2,314"
4/27/2018,"2,013"
4/28/2018,"1,599"
4/29/2018,"1,569"
4/30/2018,"2,064"
5/1/2018,"2,148"
5/2/2018,"2,323"
5/3/2018,"2,412"
5/4/2018,"2,169"
5/5/2018,"1,562"
5/6/2018,"1,569"
5/7/2018,"2,287"
5/8/2018,"2,954"
5/9/2018,"2,660"
5/10/2018,"2,928"
5/11/2018,"2,153"
5/12/2018,"1,704"
5/13/2018,"1,619"
5/14/2018,"2,337"
5/15/2018,"2,315"
5/16/2018,"2,288"
5/17/2018,"2,483"
5/18/2018,"2,083"
5/19/2018,"1,476"
5/20/2018,"1,476"
5/21/2018,"2,212"
5/22/2018,"2,706"
5/23/2018,"2,398"
5/24/2018,"2,284"
5/25/2018,"1,828"
5/26/2018,"1,438"
5/27/2018,"1,528"
5/28/2018,"1,778"
5/29/2018,"2,257"
5/30/2018,"2,138"
5/31/2018,"2,068"
6/1/2018,"2,383"
6/2/2018,"1,558"
6/3/2018,"1,633"
6/4/2018,"2,466"
6/5/2018,"2,320"
6/6/2018,"2,442"
6/7/2018,"2,364"
6/8/2018,"2,011"
6/9/2018,"1,516"
6/10/2018,"1,546"
6/11/2018,"2,230"
6/12/2018,"2,228"
6/13/2018,"1,899"
6/14/2018,"1,728"
6/15/2018,"1,452"
6/16/2018,"1,138"
6/17/2018,"1,160"
6/18/2018,"2,036"
6/19/2018,"2,059"
6/20/2018,"1,858"
6/21/2018,"1,858"
6/22/2018,"1,636"
6/23/2018,"1,264"
6/24/2018,"1,309"
6/25/2018,"2,273"
6/26/2018,"1,866"
6/27/2018,"1,924"
6/28/2018,"1,770"
6/29/2018,"1,534"
6/30/2018,"1,180"
7/1/2018,"1,245"
7/2/2018,"1,984"
7/3/2018,"1,848"
7/4/2018,"1,540"
7/5/2018,"1,639"
7/6/2018,"1,531"
7/7/2018,"1,112"
7/8/2018,"1,288"
7/9/2018,"1,978"
7/10/2018,"1,922"
7/11/2018,"1,872"
7/12/2018,"1,777"
7/13/2018,"1,619"
7/14/2018,"1,171"
7/15/2018,"1,319"
7/16/2018,"2,021"
7/17/2018,"1,988"
7/18/2018,"1,940"
7/19/2018,"1,774"
7/20/2018,"1,510"
7/21/2018,"1,181"
7/22/2018,"1,234"
7/23/2018,"1,901"
,"421,195"
